stress_axis,stress_level,method,goal_success,ci95_success,late_success,unsafe_failure,stale_execution,total_cost,half_life_error,safety_utility
drift_rate,0.75,ensemble_uncertainty_gate,0.80563,0.02349,0.78750,0.00250,0.00000,1.09841,0.08493,0.78965
drift_rate,0.75,bayesian_skill_survival,0.81438,0.01654,0.79000,0.00250,0.00000,1.11064,0.11964,0.79668
drift_rate,0.75,cvar_lifetime_guard,0.81937,0.01617,0.84250,0.00125,0.00000,1.16927,0.08985,0.79457
drift_rate,0.75,skill_half_life_scheduler_v5,0.81563,0.02019,0.81750,0.00313,0.00000,1.09587,0.12690,0.79945
drift_rate,0.75,oracle_shift_aware_scheduler,0.83063,0.01628,0.80750,0.00063,0.00000,1.10183,0.00000,0.81582
drift_rate,1.00,domain_randomized_clone,0.50062,0.02446,0.28750,0.21938,0.58500,1.18647,0.68906,0.08257
drift_rate,1.00,conformal_risk_gate,0.79625,0.01934,0.79000,0.00437,0.00000,1.10084,0.07740,0.77828
drift_rate,1.00,ensemble_uncertainty_gate,0.80187,0.01050,0.78500,0.00375,0.00000,1.10107,0.08801,0.78442
drift_rate,1.00,bayesian_skill_survival,0.81563,0.02084,0.80750,0.00313,0.00000,1.11330,0.11757,0.79701
drift_rate,1.00,cvar_lifetime_guard,0.83813,0.02086,0.84250,0.00188,0.00000,1.17378,0.08974,0.81215
drift_rate,1.00,skill_half_life_scheduler_v5,0.81125,0.02144,0.80000,0.00250,0.00000,1.09615,0.13158,0.79559
drift_rate,1.00,oracle_shift_aware_scheduler,0.83625,0.01852,0.78750,0.00063,0.00000,1.10324,0.00000,0.82125
drift_rate,1.25,domain_randomized_clone,0.49562,0.01827,0.23000,0.22437,0.59062,1.19072,0.69836,0.07066
drift_rate,1.25,conformal_risk_gate,0.78750,0.03189,0.74500,0.00813,0.00000,1.10355,0.07590,0.76585
drift_rate,1.25,ensemble_uncertainty_gate,0.80563,0.01848,0.77500,0.00500,0.00000,1.10293,0.08536,0.78681
drift_rate,1.25,bayesian_skill_survival,0.81687,0.01528,0.80750,0.00063,0.00000,1.11197,0.11808,0.80065
drift_rate,1.25,cvar_lifetime_guard,0.83500,0.01763,0.83000,0.00063,0.00000,1.17700,0.09046,0.80967
drift_rate,1.25,skill_half_life_scheduler_v5,0.79438,0.01688,0.77500,0.00375,0.00000,1.09847,0.13227,0.77729
drift_rate,1.25,oracle_shift_aware_scheduler,0.83500,0.02789,0.78500,0.00250,0.00000,1.10580,0.00000,0.81799
drift_rate,1.50,domain_randomized_clone,0.50062,0.02156,0.23000,0.22437,0.59813,1.19072,0.71164,0.07311
drift_rate,1.50,conformal_risk_gate,0.78562,0.01664,0.79000,0.00438,0.00000,1.10301,0.07773,0.76735
drift_rate,1.50,ensemble_uncertainty_gate,0.79063,0.00899,0.78250,0.00375,0.00000,1.10384,0.08538,0.77279
drift_rate,1.50,bayesian_skill_survival,0.82937,0.01292,0.84500,0.00125,0.00000,1.11403,0.11563,0.81231
drift_rate,1.50,cvar_lifetime_guard,0.83625,0.01504,0.81500,0.00188,0.00000,1.18037,0.08739,0.80935
drift_rate,1.50,skill_half_life_scheduler_v5,0.79312,0.01408,0.79000,0.00250,0.00000,1.09878,0.13560,0.77710
drift_rate,1.50,oracle_shift_aware_scheduler,0.83187,0.02624,0.81750,0.00063,0.00000,1.10541,0.00000,0.81657
sensor_noise,0.00,domain_randomized_clone,0.50000,0.01539,0.27750,0.19500,0.57125,1.16575,0.66719,0.11097
sensor_noise,0.00,conformal_risk_gate,0.79375,0.01732,0.77250,0.00625,0.00000,1.09414,0.07420,0.77507
sensor_noise,0.00,ensemble_uncertainty_gate,0.80563,0.01586,0.79750,0.00375,0.00000,1.09398,0.07586,0.78917
sensor_noise,0.00,bayesian_skill_survival,0.81875,0.02295,0.79750,0.00375,0.00000,1.10267,0.05399,0.80108
sensor_noise,0.00,cvar_lifetime_guard,0.82125,0.01114,0.81500,0.00000,0.00000,1.13389,0.04681,0.80251
sensor_noise,0.00,skill_half_life_scheduler_v5,0.81063,0.02596,0.80500,0.00250,0.00000,1.09188,0.13439,0.79556
sensor_noise,0.00,oracle_shift_aware_scheduler,0.83625,0.01289,0.80000,0.00125,0.00000,1.09993,0.00000,0.82116
sensor_noise,0.25,domain_randomized_clone,0.47313,0.02332,0.23250,0.21500,0.56875,1.18275,0.66179,0.06496
sensor_noise,0.25,conformal_risk_gate,0.78812,0.03218,0.79000,0.00125,0.00000,1.09213,0.07193,0.77413
sensor_noise,0.25,ensemble_uncertainty_gate,0.80563,0.02674,0.80000,0.00188,0.00000,1.09414,0.08081,0.79080
sensor_noise,0.25,bayesian_skill_survival,0.82188,0.01819,0.81500,0.00313,0.00000,1.10682,0.09736,0.80417
sensor_noise,0.25,cvar_lifetime_guard,0.83813,0.01928,0.84500,0.00188,0.00000,1.15367,0.07589,0.81496
sensor_noise,0.25,skill_half_life_scheduler_v5,0.81563,0.02458,0.79250,0.00000,0.00000,1.09114,0.12658,0.80287
sensor_noise,0.25,oracle_shift_aware_scheduler,0.83125,0.01403,0.84000,0.00063,0.00000,1.10009,0.00000,0.81669
sensor_noise,0.50,domain_randomized_clone,0.52125,0.02996,0.24500,0.19813,0.57188,1.16841,0.65050,0.12889
sensor_noise,0.50,conformal_risk_gate,0.79000,0.02147,0.77250,0.00250,0.00000,1.09734,0.08199,0.77417
sensor_noise,0.50,ensemble_uncertainty_gate,0.79250,0.01263,0.79500,0.00125,0.00000,1.09744,0.09394,0.77776
sensor_noise,0.50,bayesian_skill_survival,0.82625,0.01974,0.84000,0.00438,0.00000,1.11415,0.14773,0.80642
sensor_noise,0.50,cvar_lifetime_guard,0.83875,0.01931,0.81750,0.00063,0.00000,1.17402,0.10851,0.81384
sensor_noise,0.50,skill_half_life_scheduler_v5,0.81688,0.02001,0.79000,0.00187,0.00000,1.09490,0.12399,0.80194
sensor_noise,0.50,oracle_shift_aware_scheduler,0.82375,0.02898,0.81750,0.00188,0.00000,1.10275,0.00000,0.80771
sensor_noise,0.75,domain_randomized_clone,0.50438,0.01415,0.23250,0.19875,0.57062,1.16894,0.64182,0.11181
sensor_noise,0.75,conformal_risk_gate,0.79937,0.01987,0.79000,0.00437,0.00000,1.10373,0.10527,0.78100
sensor_noise,0.75,ensemble_uncertainty_gate,0.80312,0.01441,0.76000,0.00188,0.00000,1.10114,0.11683,0.78731
sensor_noise,0.75,bayesian_skill_survival,0.84312,0.01271,0.80500,0.00063,0.00000,1.11711,0.20057,0.82618
sensor_noise,0.75,cvar_lifetime_guard,0.85563,0.00957,0.84750,0.00188,0.00000,1.19698,0.14365,0.82640
sensor_noise,0.75,skill_half_life_scheduler_v5,0.81125,0.01778,0.78250,0.00125,0.00000,1.09640,0.13636,0.79665
sensor_noise,0.75,oracle_shift_aware_scheduler,0.82438,0.01617,0.81500,0.00188,0.00000,1.10237,0.00000,0.80839
sensor_noise,1.00,domain_randomized_clone,0.50313,0.02376,0.26500,0.20875,0.57312,1.17744,0.62246,0.09972
sensor_noise,1.00,conformal_risk_gate,0.79062,0.02283,0.78000,0.00250,0.00000,1.10893,0.12614,0.77317
sensor_noise,1.00,ensemble_uncertainty_gate,0.82000,0.01652,0.78250,0.00250,0.00000,1.10739,0.13382,0.80277
sensor_noise,1.00,bayesian_skill_survival,0.82687,0.01582,0.83000,0.00125,0.00000,1.12609,0.23928,0.80812
sensor_noise,1.00,cvar_lifetime_guard,0.85563,0.01360,0.85000,0.00063,0.00000,1.21561,0.17490,0.82489
sensor_noise,1.00,skill_half_life_scheduler_v5,0.81687,0.01924,0.79250,0.00250,0.00000,1.10186,0.14125,0.80041
sensor_noise,1.00,oracle_shift_aware_scheduler,0.83750,0.01461,0.81250,0.00125,0.00000,1.10361,0.00000,0.82189
sensor_noise,1.25,domain_randomized_clone,0.51812,0.02896,0.29250,0.20000,0.57812,1.17000,0.60518,0.12176
sensor_noise,1.25,conformal_risk_gate,0.80000,0.01984,0.80250,0.00313,0.00000,1.11668,0.14654,0.78091
sensor_noise,1.25,ensemble_uncertainty_gate,0.81875,0.02281,0.80000,0.00125,0.00000,1.11244,0.15211,0.80191
sensor_noise,1.25,bayesian_skill_survival,0.83938,0.01714,0.81500,0.00000,0.00000,1.13496,0.26509,0.82048
sensor_noise,1.25,cvar_lifetime_guard,0.85437,0.01762,0.82500,0.00063,0.00000,1.23382,0.20245,0.82109
sensor_noise,1.25,skill_half_life_scheduler_v5,0.81000,0.01819,0.79500,0.00313,0.00000,1.10431,0.15064,0.79265
sensor_noise,1.25,oracle_shift_aware_scheduler,0.85062,0.01793,0.83500,0.00125,0.00000,1.10364,0.00000,0.83501
sensor_noise,1.50,domain_randomized_clone,0.50188,0.02090,0.26250,0.21937,0.57625,1.18647,0.59617,0.08680
sensor_noise,1.50,conformal_risk_gate,0.81812,0.01962,0.82500,0.00125,0.00000,1.12447,0.16947,0.79960
sensor_noise,1.50,ensemble_uncertainty_gate,0.81063,0.01817,0.81500,0.00313,0.00000,1.12210,0.17760,0.79078
sensor_noise,1.50,bayesian_skill_survival,0.84187,0.01305,0.84250,0.00063,0.00000,1.14602,0.28743,0.82088
sensor_noise,1.50,cvar_lifetime_guard,0.86812,0.01511,0.87000,0.00063,0.00000,1.24468,0.23076,0.83327
sensor_noise,1.50,skill_half_life_scheduler_v5,0.83000,0.01672,0.83250,0.00188,0.00000,1.10447,0.16658,0.81373
sensor_noise,1.50,oracle_shift_aware_scheduler,0.83813,0.01857,0.83500,0.00125,0.00000,1.10466,0.00000,0.82237
mode_chatter,0.00,domain_randomized_clone,0.51312,0.03069,0.27750,0.18562,0.56375,1.15778,0.63287,0.13601
mode_chatter,0.00,conformal_risk_gate,0.80813,0.01827,0.82000,0.00250,0.00000,1.09325,0.07054,0.79287
mode_chatter,0.00,ensemble_uncertainty_gate,0.78375,0.01519,0.75250,0.00437,0.00000,1.09667,0.08266,0.76637
mode_chatter,0.00,bayesian_skill_survival,0.82375,0.01493,0.81000,0.00438,0.00000,1.10844,0.12395,0.80472
mode_chatter,0.00,cvar_lifetime_guard,0.84188,0.02001,0.83500,0.00063,0.00000,1.15892,0.09404,0.81907
mode_chatter,0.00,skill_half_life_scheduler_v5,0.80437,0.01592,0.79500,0.00250,0.00000,1.09221,0.11761,0.78927
mode_chatter,0.00,oracle_shift_aware_scheduler,0.84750,0.02060,0.82000,0.00125,0.00000,1.09847,0.00000,0.83261
mode_chatter,0.25,domain_randomized_clone,0.51813,0.02180,0.24500,0.20875,0.57375,1.17744,0.65685,0.11451
mode_chatter,0.25,conformal_risk_gate,0.79125,0.02208,0.77000,0.00313,0.00000,1.09384,0.07668,0.77536
mode_chatter,0.25,ensemble_uncertainty_gate,0.80062,0.02335,0.82000,0.00375,0.00000,1.09709,0.08581,0.78373
mode_chatter,0.25,bayesian_skill_survival,0.82000,0.02024,0.82250,0.00063,0.00000,1.10603,0.12200,0.80460
mode_chatter,0.25,cvar_lifetime_guard,0.83437,0.02084,0.84250,0.00063,0.00000,1.16283,0.09361,0.81103
mode_chatter,0.25,skill_half_life_scheduler_v5,0.80563,0.01875,0.77750,0.00250,0.00000,1.09364,0.12604,0.79031
mode_chatter,0.25,oracle_shift_aware_scheduler,0.83813,0.02053,0.83000,0.00063,0.00000,1.09985,0.00000,0.82359
mode_chatter,0.50,domain_randomized_clone,0.49125,0.01656,0.26500,0.22438,0.58437,1.19072,0.68704,0.06841
mode_chatter,0.50,conformal_risk_gate,0.79187,0.02381,0.82000,0.00313,0.00000,1.09769,0.07964,0.77545
mode_chatter,0.50,ensemble_uncertainty_gate,0.79000,0.01900,0.78000,0.00375,0.00000,1.09946,0.09072,0.77278
mode_chatter,0.50,bayesian_skill_survival,0.81313,0.02217,0.76500,0.00375,0.00000,1.11208,0.11749,0.79413
mode_chatter,0.50,cvar_lifetime_guard,0.83938,0.02653,0.85500,0.00125,0.00000,1.16864,0.08929,0.81467
mode_chatter,0.50,skill_half_life_scheduler_v5,0.81938,0.02133,0.79250,0.00500,0.00000,1.09853,0.13308,0.80118
mode_chatter,0.50,oracle_shift_aware_scheduler,0.85125,0.01493,0.83750,0.00125,0.00000,1.10319,0.00000,0.83570
mode_chatter,0.75,domain_randomized_clone,0.49813,0.02259,0.24250,0.22812,0.58938,1.19391,0.69895,0.06984
mode_chatter,0.75,conformal_risk_gate,0.78125,0.01889,0.78250,0.00750,0.00000,1.10229,0.07924,0.76033
mode_chatter,0.75,ensemble_uncertainty_gate,0.81125,0.02024,0.79750,0.00500,0.00000,1.10192,0.08964,0.79258
mode_chatter,0.75,bayesian_skill_survival,0.81250,0.02251,0.80750,0.00375,0.00000,1.11398,0.11681,0.79324
mode_chatter,0.75,cvar_lifetime_guard,0.83313,0.02640,0.82750,0.00000,0.00000,1.17260,0.09079,0.80896
mode_chatter,0.75,skill_half_life_scheduler_v5,0.79562,0.01317,0.78000,0.00437,0.00000,1.09882,0.13402,0.77794
mode_chatter,0.75,oracle_shift_aware_scheduler,0.83187,0.01658,0.80000,0.00063,0.00000,1.10469,0.00000,0.81667
mode_chatter,1.00,domain_randomized_clone,0.48938,0.01292,0.23000,0.24438,0.59125,1.20772,0.71865,0.04422
mode_chatter,1.00,conformal_risk_gate,0.78000,0.01682,0.77750,0.00313,0.00000,1.10128,0.08226,0.76307
mode_chatter,1.00,ensemble_uncertainty_gate,0.79250,0.02007,0.75500,0.00437,0.00000,1.10424,0.09148,0.77406
mode_chatter,1.00,bayesian_skill_survival,0.80937,0.01666,0.79500,0.00313,0.00000,1.11671,0.11439,0.79029
mode_chatter,1.00,cvar_lifetime_guard,0.80625,0.02339,0.81500,0.00125,0.00000,1.17683,0.08949,0.78040
mode_chatter,1.00,skill_half_life_scheduler_v5,0.80250,0.01099,0.79000,0.00250,0.00000,1.09982,0.13616,0.78633
mode_chatter,1.00,oracle_shift_aware_scheduler,0.83313,0.01694,0.83500,0.00063,0.00000,1.10626,0.00000,0.81770
mode_chatter,1.25,domain_randomized_clone,0.46625,0.01486,0.23250,0.25187,0.60000,1.21409,0.73505,0.01063
mode_chatter,1.25,conformal_risk_gate,0.79187,0.02026,0.75000,0.00313,0.00000,1.10363,0.08310,0.77462
mode_chatter,1.25,ensemble_uncertainty_gate,0.78875,0.01314,0.77000,0.00688,0.00000,1.10825,0.09296,0.76755
mode_chatter,1.25,bayesian_skill_survival,0.81625,0.01846,0.81750,0.00125,0.00000,1.11640,0.11337,0.79885
mode_chatter,1.25,cvar_lifetime_guard,0.83000,0.01662,0.78500,0.00125,0.00000,1.18020,0.08729,0.80367
mode_chatter,1.25,skill_half_life_scheduler_v5,0.81063,0.01253,0.82000,0.00250,0.00000,1.10154,0.13916,0.79421
mode_chatter,1.25,oracle_shift_aware_scheduler,0.83000,0.01352,0.82250,0.00188,0.00000,1.10944,0.00000,0.81303
mode_chatter,1.50,domain_randomized_clone,0.47375,0.02040,0.22000,0.26625,0.60375,1.22631,0.76115,0.00249
mode_chatter,1.50,conformal_risk_gate,0.78875,0.02220,0.78000,0.00437,0.00000,1.10767,0.08630,0.76983
mode_chatter,1.50,ensemble_uncertainty_gate,0.77812,0.02092,0.73250,0.00625,0.00000,1.11064,0.09480,0.75714
mode_chatter,1.50,bayesian_skill_survival,0.80812,0.01112,0.76000,0.00313,0.00000,1.12210,0.10996,0.78828
mode_chatter,1.50,cvar_lifetime_guard,0.81875,0.01291,0.79250,0.00187,0.00000,1.18620,0.08645,0.79103
mode_chatter,1.50,skill_half_life_scheduler_v5,0.80187,0.01959,0.80000,0.00188,0.00000,1.10255,0.14692,0.78587
mode_chatter,1.50,oracle_shift_aware_scheduler,0.82500,0.02339,0.78500,0.00125,0.00000,1.11062,0.00000,0.80841
probe_cost,0.00,domain_randomized_clone,0.50062,0.03186,0.22750,0.20875,0.57125,1.17744,0.65425,0.09786
probe_cost,0.00,conformal_risk_gate,0.79063,0.01541,0.75750,0.00625,0.00000,1.06675,0.07507,0.77578
probe_cost,0.00,ensemble_uncertainty_gate,0.80813,0.02138,0.80750,0.00562,0.00000,1.06651,0.08566,0.79386
probe_cost,0.00,bayesian_skill_survival,0.82188,0.01115,0.81500,0.00125,0.00000,1.07273,0.12219,0.81059
probe_cost,0.00,cvar_lifetime_guard,0.82625,0.02476,0.85250,0.00125,0.00000,1.13046,0.09329,0.80689
probe_cost,0.00,skill_half_life_scheduler_v5,0.81438,0.02647,0.79250,0.00562,0.00000,1.06380,0.12477,0.80049
probe_cost,0.00,oracle_shift_aware_scheduler,0.84125,0.02051,0.82250,0.00063,0.00000,1.06812,0.00000,0.83116
probe_cost,0.25,domain_randomized_clone,0.50187,0.02576,0.28250,0.20938,0.57000,1.17797,0.65400,0.09891
probe_cost,0.25,conformal_risk_gate,0.80500,0.02689,0.79250,0.00250,0.00000,1.08680,0.07649,0.79065
probe_cost,0.25,ensemble_uncertainty_gate,0.80250,0.01369,0.77500,0.00437,0.00000,1.09014,0.08483,0.78603
probe_cost,0.25,bayesian_skill_survival,0.81687,0.01212,0.85000,0.00250,0.00000,1.10100,0.12784,0.80053
probe_cost,0.25,cvar_lifetime_guard,0.83938,0.01924,0.83500,0.00125,0.00000,1.15754,0.09579,0.81622
probe_cost,0.25,skill_half_life_scheduler_v5,0.80437,0.02199,0.78250,0.00375,0.00000,1.08701,0.12424,0.78889
probe_cost,0.25,oracle_shift_aware_scheduler,0.83000,0.01400,0.82750,0.00125,0.00000,1.09278,0.00000,0.81591
probe_cost,0.50,domain_randomized_clone,0.49250,0.02205,0.24750,0.19750,0.56875,1.16787,0.65562,0.10182
probe_cost,0.50,conformal_risk_gate,0.79125,0.02603,0.77250,0.00500,0.00000,1.11303,0.08018,0.77103
probe_cost,0.50,ensemble_uncertainty_gate,0.81187,0.01793,0.79500,0.00250,0.00000,1.11400,0.09138,0.79372
probe_cost,0.50,bayesian_skill_survival,0.82938,0.02288,0.81750,0.00313,0.00000,1.12862,0.13525,0.80862
probe_cost,0.50,cvar_lifetime_guard,0.83813,0.01775,0.86250,0.00063,0.00000,1.18334,0.10105,0.81191
probe_cost,0.50,skill_half_life_scheduler_v5,0.80750,0.01447,0.82750,0.00688,0.00000,1.11390,0.12678,0.78550
probe_cost,0.50,oracle_shift_aware_scheduler,0.81812,0.01040,0.79000,0.00125,0.00000,1.11765,0.00000,0.80055
probe_cost,0.75,domain_randomized_clone,0.52375,0.02949,0.25750,0.20125,0.57063,1.17106,0.64989,0.12869
probe_cost,0.75,conformal_risk_gate,0.79563,0.02697,0.77500,0.00375,0.00000,1.13594,0.07979,0.77329
probe_cost,0.75,ensemble_uncertainty_gate,0.81438,0.01933,0.79000,0.00500,0.00000,1.13944,0.09130,0.79045
probe_cost,0.75,bayesian_skill_survival,0.81125,0.01672,0.82500,0.00688,0.00000,1.15878,0.14263,0.78297
probe_cost,0.75,cvar_lifetime_guard,0.84125,0.01405,0.86500,0.00188,0.00000,1.20991,0.10567,0.81021
probe_cost,0.75,skill_half_life_scheduler_v5,0.81312,0.01848,0.79750,0.00188,0.00000,1.13535,0.12433,0.79253
probe_cost,0.75,oracle_shift_aware_scheduler,0.83125,0.02082,0.85250,0.00188,0.00000,1.14179,0.00000,0.80975
probe_cost,1.00,domain_randomized_clone,0.51687,0.02192,0.26250,0.20312,0.57125,1.17266,0.65110,0.11973
probe_cost,1.00,conformal_risk_gate,0.80000,0.01975,0.76500,0.00250,0.00000,1.15885,0.08280,0.77556
probe_cost,1.00,ensemble_uncertainty_gate,0.80000,0.02665,0.76250,0.00375,0.00000,1.16287,0.09478,0.77390
probe_cost,1.00,bayesian_skill_survival,0.82312,0.01198,0.82500,0.00000,0.00000,1.17857,0.14770,0.79812
probe_cost,1.00,cvar_lifetime_guard,0.84688,0.01952,0.88500,0.00125,0.00000,1.23397,0.10921,0.81302
probe_cost,1.00,skill_half_life_scheduler_v5,0.79875,0.01701,0.77000,0.00250,0.00000,1.16033,0.12621,0.77410
probe_cost,1.00,oracle_shift_aware_scheduler,0.83500,0.01381,0.82250,0.00188,0.00000,1.16554,0.00000,0.81017
probe_cost,1.25,domain_randomized_clone,0.50562,0.01902,0.21750,0.21688,0.57125,1.18434,0.64926,0.09474
probe_cost,1.25,conformal_risk_gate,0.81500,0.01615,0.80250,0.00313,0.00000,1.18579,0.08440,0.78624
probe_cost,1.25,ensemble_uncertainty_gate,0.80937,0.01917,0.82750,0.00313,0.00000,1.19115,0.09533,0.77986
probe_cost,1.25,bayesian_skill_survival,0.83188,0.01544,0.80750,0.00313,0.00000,1.21098,0.15453,0.79959
probe_cost,1.25,cvar_lifetime_guard,0.83437,0.01666,0.85000,0.00188,0.00000,1.25623,0.11453,0.79685
probe_cost,1.25,skill_half_life_scheduler_v5,0.81312,0.01954,0.80000,0.00313,0.00000,1.18888,0.12518,0.78393
probe_cost,1.25,oracle_shift_aware_scheduler,0.84000,0.01475,0.82250,0.00125,0.00000,1.18810,0.00000,0.81257
probe_cost,1.50,domain_randomized_clone,0.50625,0.02627,0.28000,0.18625,0.57188,1.15831,0.64871,0.12575
probe_cost,1.50,conformal_risk_gate,0.77563,0.02156,0.73500,0.00500,0.00000,1.20720,0.08738,0.74222
probe_cost,1.50,ensemble_uncertainty_gate,0.78937,0.01379,0.76250,0.00500,0.00000,1.21367,0.09997,0.75506
probe_cost,1.50,bayesian_skill_survival,0.83250,0.01701,0.82750,0.00437,0.00000,1.24017,0.16123,0.79503
probe_cost,1.50,cvar_lifetime_guard,0.83688,0.01893,0.83750,0.00125,0.00000,1.27858,0.11772,0.79677
probe_cost,1.50,skill_half_life_scheduler_v5,0.80875,0.02728,0.79250,0.00375,0.00000,1.21120,0.12661,0.77588
probe_cost,1.50,oracle_shift_aware_scheduler,0.84063,0.02027,0.83250,0.00125,0.00000,1.21298,0.00000,0.80971
combined,0.00,domain_randomized_clone,0.60250,0.02347,0.42750,0.04812,0.38250,1.04091,0.33716,0.42437
combined,0.00,conformal_risk_gate,0.80250,0.01994,0.80500,0.00250,0.00000,1.04955,0.03088,0.79336
combined,0.00,ensemble_uncertainty_gate,0.80875,0.02178,0.80500,0.00188,0.00000,1.04913,0.05508,0.80022
combined,0.00,bayesian_skill_survival,0.82687,0.01933,0.82500,0.00063,0.00000,1.05121,0.07572,0.81915
combined,0.00,cvar_lifetime_guard,0.81188,0.02247,0.80750,0.00188,0.00000,1.05972,0.05300,0.80186
combined,0.00,skill_half_life_scheduler_v5,0.82688,0.01592,0.82500,0.00250,0.00000,1.04993,0.06406,0.81768
combined,0.00,oracle_shift_aware_scheduler,0.85375,0.01452,0.87750,0.00250,0.00000,1.05148,0.00000,0.84434
combined,0.25,domain_randomized_clone,0.59687,0.02290,0.37250,0.09125,0.47687,1.07756,0.47148,0.34358
combined,0.25,conformal_risk_gate,0.81000,0.01646,0.80250,0.00188,0.00000,1.07239,0.05850,0.79822
combined,0.25,ensemble_uncertainty_gate,0.81563,0.02170,0.82750,0.00250,0.00000,1.07534,0.07492,0.80288
combined,0.25,bayesian_skill_survival,0.81500,0.02027,0.80500,0.00125,0.00000,1.07887,0.11287,0.80286
combined,0.25,cvar_lifetime_guard,0.81187,0.01335,0.80750,0.00188,0.00000,1.10503,0.08441,0.79552
combined,0.25,skill_half_life_scheduler_v5,0.83500,0.02917,0.80250,0.00250,0.00000,1.07445,0.09215,0.82238
combined,0.25,oracle_shift_aware_scheduler,0.83875,0.02575,0.84250,0.00063,0.00000,1.07576,0.00000,0.82759
combined,0.50,domain_randomized_clone,0.51250,0.02168,0.24500,0.17250,0.53875,1.14662,0.58302,0.15700
combined,0.50,conformal_risk_gate,0.80438,0.01391,0.79000,0.00313,0.00000,1.09674,0.07829,0.78808
combined,0.50,ensemble_uncertainty_gate,0.80188,0.01450,0.79500,0.00563,0.00000,1.10158,0.08816,0.78270
combined,0.50,bayesian_skill_survival,0.82063,0.00967,0.81250,0.00000,0.00000,1.10821,0.14258,0.80547
combined,0.50,cvar_lifetime_guard,0.83000,0.02272,0.80750,0.00125,0.00000,1.15669,0.10656,0.80696
combined,0.50,skill_half_life_scheduler_v5,0.80875,0.01319,0.78750,0.00500,0.00000,1.09995,0.11438,0.79035
combined,0.50,oracle_shift_aware_scheduler,0.84000,0.01172,0.84750,0.00063,0.00000,1.10198,0.00000,0.82517
combined,0.75,domain_randomized_clone,0.50125,0.02966,0.25750,0.23312,0.58688,1.19816,0.67792,0.06882
combined,0.75,conformal_risk_gate,0.79750,0.01486,0.76000,0.00188,0.00000,1.12728,0.09591,0.77803
combined,0.75,ensemble_uncertainty_gate,0.79875,0.01621,0.79500,0.00500,0.00000,1.13143,0.10670,0.77595
combined,0.75,bayesian_skill_survival,0.82750,0.01791,0.79750,0.00063,0.00000,1.14503,0.16853,0.80665
combined,0.75,cvar_lifetime_guard,0.85250,0.01129,0.86750,0.00125,0.00000,1.21033,0.12222,0.82195
