split,skill,seed,step,true_half_life,shift_norm,observed_norm,sensor_noise,mode_signal,probe_cost
nominal_slow_drift,pick_place,0,46,23.33164,0.12162,0.11922,0.03200,0.02856,0.06000
nominal_slow_drift,pick_place,0,47,22.64901,0.13811,0.17571,0.03200,0.03581,0.06000
nominal_slow_drift,pick_place,0,48,21.09103,0.17975,0.16520,0.03200,0.02286,0.06000
nominal_slow_drift,pick_place,0,49,21.09552,0.17962,0.19087,0.03200,0.01937,0.06000
nominal_slow_drift,pick_place,0,50,22.07698,0.15272,0.15263,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,51,21.33678,0.17278,0.16971,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,52,21.06059,0.18062,0.15465,0.03200,0.03113,0.06000
nominal_slow_drift,pick_place,0,53,20.39598,0.20037,0.21976,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,54,20.93640,0.18422,0.18321,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,55,20.50764,0.19697,0.15369,0.03200,0.00006,0.06000
nominal_slow_drift,pick_place,0,56,21.25582,0.17505,0.15106,0.03200,0.02498,0.06000
nominal_slow_drift,pick_place,0,57,19.80898,0.21892,0.20828,0.03200,0.02551,0.06000
nominal_slow_drift,pick_place,0,58,20.25422,0.20475,0.21076,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,59,19.72073,0.22180,0.19502,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,60,19.47524,0.22996,0.26085,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,61,19.62597,0.22493,0.26072,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,62,19.41700,0.23193,0.25173,0.03200,0.00000,0.06000
nominal_slow_drift,pick_place,0,63,19.73979,0.22118,0.23361,0.03200,0.02145,0.06000
nominal_slow_drift,door_pull,0,0,21.09665,0.05856,0.08830,0.03200,0.03916,0.06000
nominal_slow_drift,door_pull,0,1,19.84291,0.08915,0.10307,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,2,19.63563,0.09458,0.07644,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,3,20.27353,0.07822,0.10494,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,4,20.55282,0.07137,0.10242,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,5,20.59279,0.07041,0.09944,0.03200,0.00909,0.06000
nominal_slow_drift,door_pull,0,6,20.37238,0.07577,0.14963,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,7,21.84209,0.04204,0.04536,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,8,20.62716,0.06958,0.05793,0.03200,0.02891,0.06000
nominal_slow_drift,door_pull,0,9,20.79718,0.06553,0.08841,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,10,20.42384,0.07451,0.11490,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,11,20.59980,0.07024,0.09102,0.03200,0.02579,0.06000
nominal_slow_drift,door_pull,0,12,23.58301,0.00752,0.05717,0.03200,0.04972,0.06000
nominal_slow_drift,door_pull,0,13,21.61735,0.04690,0.07855,0.03200,0.01479,0.06000
nominal_slow_drift,door_pull,0,14,20.91814,0.06269,0.07652,0.03200,0.00197,0.06000
nominal_slow_drift,door_pull,0,15,21.91317,0.04052,0.05936,0.03200,0.03429,0.06000
nominal_slow_drift,door_pull,0,16,22.26438,0.03317,0.04948,0.03200,0.03504,0.06000
nominal_slow_drift,door_pull,0,17,21.83329,0.04223,0.02833,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,18,20.61171,0.06995,0.11217,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,19,21.77995,0.04337,0.07656,0.03200,0.05081,0.06000
nominal_slow_drift,door_pull,0,20,20.64526,0.06915,0.06525,0.03200,0.02173,0.06000
nominal_slow_drift,door_pull,0,21,20.14935,0.08132,0.06421,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,22,20.54884,0.07147,0.07239,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,23,21.66651,0.04583,0.05840,0.03200,0.00832,0.06000
nominal_slow_drift,door_pull,0,24,21.40962,0.05149,0.05517,0.03200,0.00083,0.06000
nominal_slow_drift,door_pull,0,25,22.17215,0.03508,0.01049,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,26,21.57199,0.04790,0.07716,0.03200,0.03236,0.06000
nominal_slow_drift,door_pull,0,27,20.75617,0.06650,0.06406,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,28,20.68077,0.06830,0.11109,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,29,21.41508,0.05136,0.07042,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,30,20.86559,0.06392,0.10435,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,31,21.37064,0.05236,0.03862,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,32,20.35110,0.07630,0.07523,0.03200,0.00592,0.06000
nominal_slow_drift,door_pull,0,33,21.10171,0.05845,0.09160,0.03200,0.00896,0.06000
nominal_slow_drift,door_pull,0,34,19.85350,0.08887,0.12017,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,35,15.21318,0.19821,0.12484,0.03200,0.14424,0.06000
nominal_slow_drift,door_pull,0,36,19.31289,0.10327,0.14828,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,37,19.14673,0.10786,0.09489,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,38,19.36814,0.10177,0.11139,0.03200,0.00283,0.06000
nominal_slow_drift,door_pull,0,39,19.89241,0.08787,0.08270,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,40,19.06875,0.11004,0.10668,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,41,19.80687,0.09009,0.07572,0.03200,0.00983,0.06000
nominal_slow_drift,door_pull,0,42,19.70839,0.09266,0.14489,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,43,19.26818,0.10450,0.13970,0.03200,0.02205,0.06000
nominal_slow_drift,door_pull,0,44,19.22468,0.10570,0.10762,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,45,18.93819,0.11374,0.12467,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,46,19.26418,0.10461,0.13153,0.03200,0.00656,0.06000
nominal_slow_drift,door_pull,0,47,12.18392,0.33601,0.25846,0.03200,0.22454,0.06000
nominal_slow_drift,door_pull,0,48,18.26302,0.13367,0.17189,0.03200,0.03519,0.06000
nominal_slow_drift,door_pull,0,49,17.66019,0.15276,0.19447,0.03200,0.03066,0.06000
nominal_slow_drift,door_pull,0,50,18.18581,0.13605,0.12629,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,51,17.63087,0.15372,0.17101,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,52,17.31040,0.16445,0.13094,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,53,17.51272,0.15763,0.12149,0.03200,0.00701,0.06000
nominal_slow_drift,door_pull,0,54,16.67541,0.18691,0.18385,0.03200,0.04735,0.06000
nominal_slow_drift,door_pull,0,55,16.66261,0.18738,0.21644,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,56,17.60164,0.15468,0.15748,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,57,16.91064,0.17839,0.21669,0.03200,0.00965,0.06000
nominal_slow_drift,door_pull,0,58,17.19051,0.16856,0.17776,0.03200,0.02167,0.06000
nominal_slow_drift,door_pull,0,59,16.48713,0.19391,0.15783,0.03200,0.00003,0.06000
nominal_slow_drift,door_pull,0,60,16.92275,0.17796,0.15145,0.03200,0.02763,0.06000
nominal_slow_drift,door_pull,0,61,16.22160,0.20405,0.18574,0.03200,0.00000,0.06000
nominal_slow_drift,door_pull,0,62,16.56711,0.19092,0.20206,0.03200,0.03810,0.06000
nominal_slow_drift,door_pull,0,63,16.19914,0.20492,0.24658,0.03200,0.03981,0.06000
nominal_slow_drift,drawer_slide,0,0,21.10577,0.09868,0.13252,0.03200,0.04679,0.06000
nominal_slow_drift,drawer_slide,0,1,23.59190,0.04344,0.09623,0.03200,0.03537,0.06000
nominal_slow_drift,drawer_slide,0,2,22.48449,0.06653,0.07930,0.03200,0.03831,0.06000
nominal_slow_drift,drawer_slide,0,3,22.05312,0.07616,0.14320,0.03200,0.00238,0.06000
nominal_slow_drift,drawer_slide,0,4,23.44719,0.04633,0.05750,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,5,22.55490,0.06500,0.05824,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,6,22.50926,0.06599,0.06499,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,7,24.34545,0.02892,0.06501,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,8,24.16546,0.03230,0.01931,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,9,23.96002,0.03623,0.05563,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,10,23.34386,0.04842,0.05698,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,11,23.28211,0.04968,0.04189,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,12,23.37984,0.04769,0.04188,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,13,23.40715,0.04714,0.07911,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,14,22.44320,0.06744,0.07936,0.03200,0.03095,0.06000
nominal_slow_drift,drawer_slide,0,15,23.16980,0.05198,0.05196,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,16,24.24294,0.03084,0.05163,0.03200,0.00427,0.06000
nominal_slow_drift,drawer_slide,0,17,24.02581,0.03497,0.06287,0.03200,0.04234,0.06000
nominal_slow_drift,drawer_slide,0,18,24.62153,0.02382,0.04824,0.03200,0.03521,0.06000
nominal_slow_drift,drawer_slide,0,19,24.91986,0.01844,0.04265,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,20,23.65534,0.04218,0.03120,0.03200,0.03299,0.06000
nominal_slow_drift,drawer_slide,0,21,22.35186,0.06945,0.09069,0.03200,0.01382,0.06000
nominal_slow_drift,drawer_slide,0,22,24.21458,0.03138,0.05798,0.03200,0.00007,0.06000
nominal_slow_drift,drawer_slide,0,23,23.84321,0.03849,0.07012,0.03200,0.01543,0.06000
nominal_slow_drift,drawer_slide,0,24,22.31892,0.07018,0.08965,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,25,23.20747,0.05120,0.08530,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,26,22.28946,0.07084,0.06115,0.03200,0.00220,0.06000
nominal_slow_drift,drawer_slide,0,27,22.59997,0.06402,0.04290,0.03200,0.02029,0.06000
nominal_slow_drift,drawer_slide,0,28,23.77148,0.03989,0.05402,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,29,21.74007,0.08338,0.09489,0.03200,0.01851,0.06000
nominal_slow_drift,drawer_slide,0,30,23.27302,0.04986,0.06289,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,31,22.20487,0.07273,0.06889,0.03200,0.05240,0.06000
nominal_slow_drift,drawer_slide,0,32,22.40912,0.06819,0.09570,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,33,21.97287,0.07799,0.10593,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,34,23.45928,0.04609,0.05821,0.03200,0.02032,0.06000
nominal_slow_drift,drawer_slide,0,35,21.21578,0.09596,0.11417,0.03200,0.04993,0.06000
nominal_slow_drift,drawer_slide,0,36,21.46604,0.08988,0.07803,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,37,21.46703,0.08986,0.08916,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,38,21.71189,0.08404,0.05388,0.03200,0.01301,0.06000
nominal_slow_drift,drawer_slide,0,39,19.84218,0.13206,0.14847,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,40,20.36092,0.11785,0.13136,0.03200,0.02625,0.06000
nominal_slow_drift,drawer_slide,0,41,20.14516,0.12367,0.14745,0.03200,0.01484,0.06000
nominal_slow_drift,drawer_slide,0,42,19.45532,0.14315,0.10796,0.03200,0.00438,0.06000
nominal_slow_drift,drawer_slide,0,43,20.39048,0.11707,0.14775,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,44,19.51675,0.14136,0.09111,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,45,18.19306,0.18260,0.22620,0.03200,0.04858,0.06000
nominal_slow_drift,drawer_slide,0,46,18.80385,0.16285,0.15123,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,47,19.23521,0.14965,0.16159,0.03200,0.01863,0.06000
nominal_slow_drift,drawer_slide,0,48,11.04649,0.48628,0.39690,0.03200,0.37547,0.06000
nominal_slow_drift,drawer_slide,0,49,18.30834,0.17877,0.20073,0.03200,0.02235,0.06000
nominal_slow_drift,drawer_slide,0,50,18.51132,0.17215,0.19215,0.03200,0.01123,0.06000
nominal_slow_drift,drawer_slide,0,51,13.89039,0.32482,0.26027,0.03200,0.19435,0.06000
nominal_slow_drift,drawer_slide,0,52,18.40264,0.17568,0.20407,0.03200,0.01749,0.06000
nominal_slow_drift,drawer_slide,0,53,17.27164,0.21505,0.18874,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,54,17.92040,0.19186,0.22230,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,55,17.58795,0.20353,0.22094,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,56,17.10208,0.22140,0.24457,0.03200,0.00187,0.06000
nominal_slow_drift,drawer_slide,0,57,17.52119,0.20592,0.23125,0.03200,0.04512,0.06000
nominal_slow_drift,drawer_slide,0,58,17.60743,0.20283,0.21763,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,59,16.77197,0.23413,0.19400,0.03200,0.03224,0.06000
nominal_slow_drift,drawer_slide,0,60,12.31578,0.40353,0.35205,0.03200,0.28435,0.06000
nominal_slow_drift,drawer_slide,0,61,17.68312,0.20014,0.17931,0.03200,0.01192,0.06000
nominal_slow_drift,drawer_slide,0,62,17.46893,0.20781,0.16738,0.03200,0.00000,0.06000
nominal_slow_drift,drawer_slide,0,63,17.22406,0.21682,0.27059,0.03200,0.01207,0.06000
nominal_slow_drift,peg_insert,0,0,17.47068,0.06161,0.07558,0.03200,0.03234,0.06000
nominal_slow_drift,peg_insert,0,1,17.52633,0.06006,0.03338,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,2,17.66240,0.05632,0.08469,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,3,16.75430,0.08244,0.04439,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,4,17.98908,0.04757,0.06765,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,5,17.62623,0.05731,0.05138,0.03200,0.00792,0.06000
nominal_slow_drift,peg_insert,0,6,16.75555,0.08240,0.08888,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,7,17.44295,0.06238,0.04361,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,8,17.72791,0.05454,0.06844,0.03200,0.00258,0.06000
nominal_slow_drift,peg_insert,0,9,17.43152,0.06270,0.06686,0.03200,0.01019,0.06000
nominal_slow_drift,peg_insert,0,10,17.87256,0.05065,0.06937,0.03200,0.03090,0.06000
nominal_slow_drift,peg_insert,0,11,17.79457,0.05274,0.03367,0.03200,0.02066,0.06000
nominal_slow_drift,peg_insert,0,12,17.77795,0.05319,0.09898,0.03200,0.03453,0.06000
nominal_slow_drift,peg_insert,0,13,17.58645,0.05840,0.01662,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,14,17.82534,0.05191,0.06574,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,15,17.73867,0.05425,0.06051,0.03200,0.00308,0.06000
nominal_slow_drift,peg_insert,0,16,18.13661,0.04372,0.02208,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,17,17.83856,0.05156,0.09047,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,18,17.58455,0.05845,0.16999,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,19,18.33566,0.03863,0.03444,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,20,17.12080,0.07156,0.10768,0.03200,0.01565,0.06000
nominal_slow_drift,peg_insert,0,21,18.40085,0.03698,0.04804,0.03200,0.02316,0.06000
nominal_slow_drift,peg_insert,0,22,18.81142,0.02689,0.05918,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,23,17.13511,0.07115,0.05618,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,24,18.15781,0.04317,0.06611,0.03200,0.01769,0.06000
nominal_slow_drift,peg_insert,0,25,16.16075,0.10109,0.11921,0.03200,0.01661,0.06000
nominal_slow_drift,peg_insert,0,26,18.12244,0.04409,0.08210,0.03200,0.01044,0.06000
nominal_slow_drift,peg_insert,0,27,17.34461,0.06515,0.08916,0.03200,0.02334,0.06000
nominal_slow_drift,peg_insert,0,28,17.77841,0.05317,0.07055,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,29,18.43104,0.03622,0.05456,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,30,17.24082,0.06810,0.05924,0.03200,0.01666,0.06000
nominal_slow_drift,peg_insert,0,31,15.76995,0.11414,0.10514,0.03200,0.02027,0.06000
nominal_slow_drift,peg_insert,0,32,17.81582,0.05217,0.04649,0.03200,0.00330,0.06000
nominal_slow_drift,peg_insert,0,33,16.92482,0.07732,0.06223,0.03200,0.00079,0.06000
nominal_slow_drift,peg_insert,0,34,16.28032,0.09722,0.09293,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,35,17.13937,0.07102,0.09291,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,36,17.04378,0.07381,0.09405,0.03200,0.02249,0.06000
nominal_slow_drift,peg_insert,0,37,16.91050,0.07774,0.08678,0.03200,0.01830,0.06000
nominal_slow_drift,peg_insert,0,38,16.87343,0.07885,0.11486,0.03200,0.01180,0.06000
nominal_slow_drift,peg_insert,0,39,15.71813,0.11592,0.14370,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,40,16.35396,0.09487,0.10541,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,41,16.58707,0.08756,0.07415,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,42,16.15470,0.10129,0.11771,0.03200,0.01107,0.06000
nominal_slow_drift,peg_insert,0,43,15.48211,0.12418,0.05607,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,44,15.50565,0.12334,0.16851,0.03200,0.01303,0.06000
nominal_slow_drift,peg_insert,0,45,16.16560,0.10093,0.07683,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,46,16.15773,0.10119,0.13172,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,47,15.64851,0.11833,0.15777,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,48,15.98566,0.10686,0.12826,0.03200,0.00957,0.06000
nominal_slow_drift,peg_insert,0,49,15.71347,0.11608,0.12265,0.03200,0.00287,0.06000
nominal_slow_drift,peg_insert,0,50,9.44325,0.38145,0.29055,0.03200,0.20817,0.06000
nominal_slow_drift,peg_insert,0,51,15.25401,0.13240,0.12688,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,52,14.92475,0.14470,0.15698,0.03200,0.00260,0.06000
nominal_slow_drift,peg_insert,0,53,14.62195,0.15651,0.15662,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,54,15.20612,0.13415,0.14822,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,55,14.65104,0.15536,0.17315,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,56,14.40643,0.16522,0.18665,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,57,14.52570,0.16037,0.21423,0.03200,0.00000,0.06000
nominal_slow_drift,peg_insert,0,58,10.43256,0.31875,0.28287,0.03200,0.16068,0.06000
nominal_slow_drift,peg_insert,0,59,14.40475,0.16529,0.18376,0.03200,0.02343,0.06000
nominal_slow_drift,peg_insert,0,60,8.17329,0.47965,0.32170,0.03200,0.33518,0.06000
nominal_slow_drift,peg_insert,0,61,14.07739,0.17903,0.19677,0.03200,0.03164,0.06000
nominal_slow_drift,peg_insert,0,62,13.71396,0.19505,0.21844,0.03200,0.00079,0.06000
nominal_slow_drift,peg_insert,0,63,14.20599,0.17356,0.16518,0.03200,0.01483,0.06000
nominal_slow_drift,cable_route,0,0,18.79587,0.07254,0.06923,0.03200,0.00409,0.06000
nominal_slow_drift,cable_route,0,1,18.37069,0.08407,0.06157,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,2,18.79303,0.07262,0.07124,0.03200,0.00222,0.06000
nominal_slow_drift,cable_route,0,3,19.64707,0.05096,0.02285,0.03200,0.03250,0.06000
nominal_slow_drift,cable_route,0,4,18.43799,0.08221,0.12130,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,5,18.54297,0.07933,0.06182,0.03200,0.02832,0.06000
nominal_slow_drift,cable_route,0,6,19.75821,0.04828,0.03534,0.03200,0.01999,0.06000
nominal_slow_drift,cable_route,0,7,18.84345,0.07128,0.10112,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,8,19.38826,0.05732,0.11947,0.03200,0.01945,0.06000
nominal_slow_drift,cable_route,0,9,19.54793,0.05338,0.05879,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,10,20.06581,0.04102,0.05086,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,11,19.41786,0.05659,0.05708,0.03200,0.01481,0.06000
nominal_slow_drift,cable_route,0,12,18.45635,0.08170,0.12370,0.03200,0.00884,0.06000
nominal_slow_drift,cable_route,0,13,20.77629,0.02506,0.01999,0.03200,0.02355,0.06000
nominal_slow_drift,cable_route,0,14,19.57998,0.05259,0.02668,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,15,18.75446,0.07364,0.09765,0.03200,0.04539,0.06000
nominal_slow_drift,cable_route,0,16,19.86206,0.04580,0.05097,0.03200,0.01811,0.06000
nominal_slow_drift,cable_route,0,17,19.67567,0.05027,0.05827,0.03200,0.00226,0.06000
nominal_slow_drift,cable_route,0,18,20.44041,0.03247,0.03137,0.03200,0.00000,0.06000
nominal_slow_drift,cable_route,0,19,18.53194,0.07963,0.09015,0.03200,0.02040,0.06000
nominal_slow_drift,cable_route,0,20,20.42576,0.03280,0.06806,0.03200,0.01242,0.06000
nominal_slow_drift,cable_route,0,21,20.03424,0.04175,0.04126,0.03200,0.00902,0.06000
nominal_slow_drift,cable_route,0,22,18.71678,0.07465,0.05912,0.03200,0.00000,0.06000
